小韻號	首字	反切	編碼	切韻拼音	unt切韻擬音J	unt切韻擬音L	unt切韻通俗擬音	潘悟雲擬音	描述	聲母	開合	等和重紐	韻母	聲調	合法性	備註
3361	𧤼	其月	fZL	guot	ɡɣwət	ɡwət	ɡʉət	ɡʷɨɤt꜊	羣合三元入	羣	合	三	元	入	強合法	
3362	闕	去月	eZL	khuot	kʰɣwət	kʰwət	kʰʉət	kʰʷɨɤt꜊	溪合三元入	溪	合	三	元	入	強合法	
3363	髮	方伐	AZD	puot	pʋət	pət	pʉət	pu̯ɨɤt꜊	幫三元入	幫		三	元	入	強合法	
3364	韤	望發	DZD	muot	mʋət	mət	mʉət	mu̯ɨɤt꜊	明三元入	明		三	元	入	強合法	
3365	䬂	許月	iZL	huot	xɣwət	xwət	xʉət	hʷɨɤt꜊	曉合三元入	曉	合	三	元	入	強合法	
3366	謁	於歇	hZD	qyot	ʔɣət	ʔət	ʔɨət	ʔɨɤt꜊	影開三元入	影	開	三	元	入	強合法	
3367	歇	許竭	iZD	hyot	xɣət	xət	xɨət	hɨɤt꜊	曉開三元入	曉	開	三	元	入	強合法	
3368	訐	居竭	dZD	kyot	kɣət	kət	kɨət	kɨɤt꜊	見開三元入	見	開	三	元	入	強合法	
3369	𢷒	其謁	fZD	gyot	ɡɣət	ɡət	ɡɨət	ɡɨɤt꜊	羣開三元入	羣	開	三	元	入	強合法	
3370	㤄	拂伐	BZD	phuot	pʰʋət	pʰət	pʰʉət	pʰu̯ɨɤt꜊	滂三元入	滂		三	元	入	強合法	
3371	钀	語訐	gZD	ngyot	ŋɣət	ŋət	ŋɨət	ŋɨɤt꜊	疑開三元入	疑	開	三	元	入	強合法	
3372	沒	莫勃	DaD	mot	mot	ᵯot	muət	mu̯ot꜊	明一魂入	明		一	魂	入	強合法	
3373	𣅝	土骨			tʰot (mot)	tʰot (ᵯot)	tʰuət (muət)	tʰu̯ot꜊ (mu̯ot꜊)							強合法	突〈透合一魂入〉之音，𠬛〈明一魂入〉之訛字
3374	骨	古忽	daL	kot	qot	qot	kuət	ku̯ot꜊	見合一魂入	見	合	一	魂	入	強合法	
3375	勃	蒲沒	CaD	bot	bot	ᵬot	buət	bu̯ot꜊	並一魂入	並		一	魂	入	強合法	
3376	咄	當沒	EaL	tot	tot	tot	tuət	tu̯ot꜊	端合一魂入	端	合	一	魂	入	強合法	
3377	突	他骨	FaL	thot	tʰot	tʰot	tʰuət	tʰu̯ot꜊	透合一魂入	透	合	一	魂	入	強合法	
3378	突	陀骨	GaL	dot	dot	dot	duət	du̯ot꜊	定合一魂入	定	合	一	魂	入	強合法	
3379	𩑦	烏沒	haL	qot	ʔot	ʡot	ʔuət	ʔu̯ot꜊	影合一魂入	影	合	一	魂	入	強合法	
3380	忽	呼骨	iaL	hot	χot	χot	xuət	hu̯ot꜊	曉合一魂入	曉	合	一	魂	入	強合法	
3381	兀	五忽	gaL	ngot	ɴot	ɴot	ŋuət	ŋu̯ot꜊	疑合一魂入	疑	合	一	魂	入	強合法	
3382	䪬	普沒	BaD	phot	pʰot	ᵱʰot	pʰuət	pʰu̯ot꜊	滂一魂入	滂		一	魂	入	強合法	
3383	𠀽	勒沒	IaL	lot	ɫot	ɫot	luət	lu̯ot꜊	來合一魂入	來	合	一	魂	入	強合法	
3384	窟	苦骨	eaL	khot	qʰot	qʰot	kʰuət	kʰu̯ot꜊	溪合一魂入	溪	合	一	魂	入	強合法	
3385	訥	內骨	HaL	not	not	not	nuət	nu̯ot꜊	泥合一魂入	泥	合	一	魂	入	強合法	
3386	窣	蘇骨	QaL	sot	sot	sot	suət	su̯ot꜊	心合一魂入	心	合	一	魂	入	強合法	
3387	猝	倉沒	OaL	tshot	tsʰot	tsʰot	tsʰuət	tsʰu̯ot꜊	清合一魂入	清	合	一	魂	入	強合法	
3388	捽	昨沒	PaL	dzot	dzot	dzot	dzuət	dzu̯ot꜊	從合一魂入	從	合	一	魂	入	強合法	
3389	麧	下沒	jbD	gheot	ʁət	ʁət	ɣət	ɦət꜊	匣開一痕入	匣	開	一	痕	入	強合法	
3390	搰	戶骨	jaL	ghot	ʁot	ʁot	ɣuət	ɦu̯ot꜊	匣合一魂入	匣	合	一	魂	入	強合法	
3391	卒	臧沒	NaL	tsot	tsot	tsot	tsuət	tsu̯ot꜊	精合一魂入	精	合	一	魂	入	強合法	
3392	曷	胡葛	jcD	ghat	ʁat	ʁat	ɣat	ɦɑt꜊	匣開一寒入	匣	開	一	寒	入	強合法	
3393	䫘	許葛	icD	hat	χat	χat	xat	hɑt꜊	曉開一寒入	曉	開	一	寒	入	強合法	
3394	怛	當割	EcD	tat	tat	tat	tat	tɑt꜊	端開一寒入	端	開	一	寒	入	強合法	
3395	闥	他達	FcD	that	tʰat	tʰat	tʰat	tʰɑt꜊	透開一寒入	透	開	一	寒	入	強合法	
3396	遏	烏葛	hcD	qat	ʔat	ʡat	ʔat	ʔɑt꜊	影開一寒入	影	開	一	寒	入	強合法	
3397	剌	盧達	IcD	lat	ɫat	ɫat	lat	lɑt꜊	來開一寒入	來	開	一	寒	入	強合法	
3398	渴	苦曷	ecD	khat	qʰat	qʰat	kʰat	kʰɑt꜊	溪開一寒入	溪	開	一	寒	入	強合法	
3399	達	唐割	GcD	dat	dat	dat	dat	dɑt꜊	定開一寒入	定	開	一	寒	入	強合法	
3400	嶻	才割	PcD	dzat	dzat	dzat	dzat	dzɑt꜊	從開一寒入	從	開	一	寒	入	強合法	
3401	嶭	五割	gcD	ngat	ɴat	ɴat	ŋat	ŋɑt꜊	疑開一寒入	疑	開	一	寒	入	強合法	
3402	葛	古達	dcD	kat	qat	qat	kat	kɑt꜊	見開一寒入	見	開	一	寒	入	強合法	
3403	躠	桑割	QcD	sat	sat	sat	sat	sɑt꜊	心開一寒入	心	開	一	寒	入	強合法	
3404	攃	七曷	OcD	tshat	tsʰat	tsʰat	tsʰat	tsʰɑt꜊	清開一寒入	清	開	一	寒	入	強合法	
3405	捺	奴曷	HcD	nat	nat	nat	nat	nɑt꜊	泥開一寒入	泥	開	一	寒	入	強合法	
3406	䔾	予割	jcD	ghat	ʁat	ʁat	ɣat	ɦɑt꜊	匣開一寒入	匣	開	一	寒	入	強合法	
3407	末	莫撥	DcD	mat	mat	ᵯat	mat	mu̯ɑt꜊	明一寒入	明		一	寒	入	強合法	
3408	枂	五活	gcL	ngwat	ɴwat	ɴwat	ŋuat	ŋʷɑt꜊	疑合一寒入	疑	合	一	寒	入	強合法	
3409	柮	藏活	PcL	dzwat	dzwat	dzwat	dzuat	dzʷɑt꜊	從合一寒入	從	合	一	寒	入	強合法	
3410	撥	北末	AcD	pat	pat	ᵱat	pat	pu̯ɑt꜊	幫一寒入	幫		一	寒	入	強合法	
3411	䰖	姊末	NcD	tsat	tsat	tsat	tsat	tsɑt꜊	精開一寒入	精	開	一	寒	入	強合法	
3412	括	古活	dcL	kwat	qwat	qwat	kuat	kʷɑt꜊	見合一寒入	見	合	一	寒	入	強合法	
3413	闊	苦栝	ecL	khwat	qʰwat	qʰwat	kʰuat	kʰʷɑt꜊	溪合一寒入	溪	合	一	寒	入	強合法	
3414	活	戶括	jcL	ghwat	ʁwat	ʁwat	ɣuat	ɦʷɑt꜊	匣合一寒入	匣	合	一	寒	入	強合法	
3415	奪	徒活	GcL	dwat	dwat	dwat	duat	dʷɑt꜊	定合一寒入	定	合	一	寒	入	強合法	
3416	豁	呼括	icL	hwat	χwat	χwat	xuat	hʷɑt꜊	曉合一寒入	曉	合	一	寒	入	強合法	
3417	斡	烏括	hcL	qwat	ʔwat	ʡwat	ʔuat	ʔʷɑt꜊	影合一寒入	影	合	一	寒	入	強合法	
3418	繓	子括	NcL	tswat	tswat	tswat	tsuat	tsʷɑt꜊	精合一寒入	精	合	一	寒	入	強合法	
3419	鏺	普活	BcD	phat	pʰat	ᵱʰat	pʰat	pʰu̯ɑt꜊	滂一寒入	滂		一	寒	入	強合法	
3420	侻	他括	FcL	thwat	tʰwat	tʰwat	tʰuat	tʰʷɑt꜊	透合一寒入	透	合	一	寒	入	強合法	
3421	捋	郎括	IcL	lwat	ɫwat	ɫwat	luat	lʷɑt꜊	來合一寒入	來	合	一	寒	入	強合法	
3422	掇	丁括	EcL	twat	twat	twat	tuat	tʷɑt꜊	端合一寒入	端	合	一	寒	入	強合法	
3423	撮	倉括	OcL	tshwat	tsʰwat	tsʰwat	tsʰuat	tsʰʷɑt꜊	清合一寒入	清	合	一	寒	入	強合法	
3424	跋	蒲撥	CcD	bat	bat	ᵬat	bat	bu̯ɑt꜊	並一寒入	並		一	寒	入	強合法	
3425	黠	胡八	jeD	gheet	ʁeˤt	ʁeˤt	ɣɛt	ɦɣɛt꜊	匣開二山入	匣	開	二	山	入	強合法	
3426	札	側八	SeD	tsreet	tʂeˤt	tʂeˤt	tʂɛt	tʂɣɛt꜊	莊開二山入	莊	開	二	山	入	強合法	
3427	拔	蒲八	CeD	beet	beˤt	ᵬeˤt	bɛt	bɣɛt꜊	並二山入	並		二	山	入	強合法	
3428	𤫶	恪八	eeD	kheet	qʰeˤt	qʰeˤt	kʰɛt	kʰɣɛt꜊	溪開二山入	溪	開	二	山	入	強合法	
3429	滑	戶八	jeL	ghweet	ʁweˤt	ʁweˤt	ɣuɛt	ɦʷɣɛt꜊	匣合二山入	匣	合	二	山	入	強合法	
3430	八	博拔	AeD	peet	peˤt	ᵱeˤt	pɛt	pɣɛt꜊	幫二山入	幫		二	山	入	強合法	
3431	窡	丁滑	JeL	trweet	ʈweˤt	ʈweˤt	ʈuɛt	ʈʷɣɛt꜊	知合二山入	知	合	二	山	入	強合法	
3432	婠	烏八	heL	qweet	ʔweˤt	ʡweˤt	ʔuɛt	ʔʷɣɛt꜊	影合二山入	影	合	二	山	入	強合法	
3433	豽	女滑	MeL	nrweet	ɳweˤt	ɳweˤt	ɳuɛt	ɳʷɣɛt꜊	孃合二山入	孃	合	二	山	入	強合法	
3434	䶪	初八	TeD	tsrheet	tʂʰeˤt	tʂʰeˤt	tʂʰɛt	tʂʰɣɛt꜊	初開二山入	初	開	二	山	入	強合法	
3435	劀	古滑	deL	kweet	qweˤt	qweˤt	kuɛt	kʷɣɛt꜊	見合二山入	見	合	二	山	入	強合法	
3436	戛	古黠	deD	keet	qeˤt	qeˤt	kɛt	kɣɛt꜊	見開二山入	見	開	二	山	入	強合法	
3437	軋	烏黠	heD	qeet	ʔeˤt	ʡeˤt	ʔɛt	ʔɣɛt꜊	影開二山入	影	開	二	山	入	強合法	
3438	殺	所八	VeD	sreet	ʂeˤt	ʂeˤt	ʂɛt	ʂɣɛt꜊	生開二山入	生	開	二	山	入	強合法	
3439	㑻	莫八	DeD	meet	meˤt	ᵯeˤt	mɛt	mɣɛt꜊	明二山入	明		二	山	入	強合法	
3440	傄	呼八	ieL	hweet	χweˤt	χweˤt	xuɛt	hʷɣɛt꜊	曉合二山入	曉	合	二	山	入	強合法	
3441	痆	女黠	MeD	nreet	ɳeˤt	ɳeˤt	ɳɛt	ɳɣɛt꜊	孃開二山入	孃	開	二	山	入	強合法	
3442	𦤙	五滑	geL	ngweet	ɴweˤt	ɴweˤt	ŋuɛt	ŋʷɣɛt꜊	疑合二山入	疑	合	二	山	入	強合法	
3443	䯇	口滑	eeL	khweet	qʰweˤt	qʰweˤt	kʰuɛt	kʰʷɣɛt꜊	溪合二山入	溪	合	二	山	入	強合法	
3444	汃	普八	BeD	pheet	pʰeˤt	ᵱʰeˤt	pʰɛt	pʰɣɛt꜊	滂二山入	滂		二	山	入	強合法	
3445	茁	鄒滑	SeL	tsrweet	tʂweˤt	tʂweˤt	tʂuɛt	tʂʷɣɛt꜊	莊合二山入	莊	合	二	山	入	強合法	
3446	鎋	胡瞎	jdD	ghaet	ʁaˤt	ʁaˤt	ɣæt	ɦɣæt꜊	匣開二刪入	匣	開	二	刪	入	強合法	
3447	𪆰	乙鎋	hdD	qaet	ʔaˤt	ʡaˤt	ʔæt	ʔɣæt꜊	影開二刪入	影	開	二	刪	入	強合法	
3448	齾	五鎋	gdD	ngaet	ɴaˤt	ɴaˤt	ŋæt	ŋɣæt꜊	疑開二刪入	疑	開	二	刪	入	強合法	
3449	刹	初鎋	TdD	tsrhaet	tʂʰaˤt	tʂʰaˤt	tʂʰæt	tʂʰɣæt꜊	初開二刪入	初	開	二	刪	入	強合法	
3450	𥴭	枯鎋	edD	khaet	qʰaˤt	qʰaˤt	kʰæt	kʰɣæt꜊	溪開二刪入	溪	開	二	刪	入	強合法	
3451	瞎	許鎋	idD	haet	χaˤt	χaˤt	xæt	hɣæt꜊	曉開二刪入	曉	開	二	刪	入	強合法	
3452	獺	他鎋	KdD	trhaet	ʈʰaˤt	ʈʰaˤt	ʈʰæt	ʈʰɣæt꜊	徹開二刪入	徹	開	二	刪	入	強合法	
3453	刮	古䫄	ddL	kwaet	qwaˤt	qwaˤt	kuæt	kʷɣæt꜊	見合二刪入	見	合	二	刪	入	強合法	
3454	頢	下刮	jdL	ghwaet	ʁwaˤt	ʁwaˤt	ɣuæt	ɦʷɣæt꜊	匣合二刪入	匣	合	二	刪	入	強合法	
3455	䫄	丑刮	KdL	trhwaet	ʈʰwaˤt	ʈʰwaˤt	ʈʰuæt	ʈʰʷɣæt꜊	徹合二刪入	徹	合	二	刪	入	強合法	
3456	鵽	丁刮	JdL	trwaet	ʈwaˤt	ʈwaˤt	ʈuæt	ʈʷɣæt꜊	知合二刪入	知	合	二	刪	入	強合法	
3457	刷	數刮	VdL	srwaet	ʂwaˤt	ʂwaˤt	ʂuæt	ʂʷɣæt꜊	生合二刪入	生	合	二	刪	入	強合法	
3458	刖	五刮	gdL	ngwaet	ɴwaˤt	ɴwaˤt	ŋuæt	ŋʷɣæt꜊	疑合二刪入	疑	合	二	刪	入	強合法	
3459	䵵	初刮	TdL	tsrhwaet	tʂʰwaˤt	tʂʰwaˤt	tʂʰuæt	tʂʰʷɣæt꜊	初合二刪入	初	合	二	刪	入	強合法	
3460	礣	莫鎋	DdD	maet	maˤt	ᵯaˤt	mæt	mɣæt꜊	明二刪入	明		二	刪	入	強合法	
3461	妠	女刮	MdL	nrwaet	ɳwaˤt	ɳwaˤt	ɳuæt	ɳʷɣæt꜊	孃合二刪入	孃	合	二	刪	入	強合法	
3462	捌	百鎋	AdD	paet	paˤt	ᵱaˤt	pæt	pɣæt꜊	幫二刪入	幫		二	刪	入	強合法	
3463	𪈟	古鎋	ddD	kaet	qaˤt	qaˤt	kæt	kɣæt꜊	見開二刪入	見	開	二	刪	入	強合法	
3464	𨰉	查鎋	UdD	dzraet	dʐaˤt	dʐaˤt	dʐæt	dʐɣæt꜊	崇開二刪入	崇	開	二	刪	入	強合法	
3465	哳	陟鎋	JdD	traet	ʈaˤt	ʈaˤt	ʈæt	ʈɣæt꜊	知開二刪入	知	開	二	刪	入	強合法	
3466	𩭿	而轄	MdD	nraet	ɳaˤt	ɳaˤt	ɳæt	ɳɣæt꜊	孃開二刪入	孃	開	二	刪	入	強合法	
3467	屑	先結	QgD	set	set	set	set	set꜊	心開四先入	心	開	四	先	入	強合法	
3468	切	千結	OgD	tshet	tsʰet	tsʰet	tsʰet	tsʰet꜊	清開四先入	清	開	四	先	入	強合法	
3469	結	古屑	dgD	ket	qet	qet	ket	ket꜊	見開四先入	見	開	四	先	入	強合法	
3470	節	子結	NgD	tset	tset	tset	tset	tset꜊	精開四先入	精	開	四	先	入	強合法	
3471	血	呼決	igL	hwet	χwet	χwet	xuet	hʷet꜊	曉合四先入	曉	合	四	先	入	強合法	
3472	闋	苦穴	egL	khwet	qʰwet	qʰwet	kʰuet	kʰʷet꜊	溪合四先入	溪	合	四	先	入	強合法	
3473	玦	古穴	dgL	kwet	qwet	qwet	kuet	kʷet꜊	見合四先入	見	合	四	先	入	強合法	
3474	穴	胡決	jgL	ghwet	ʁwet	ʁwet	ɣuet	ɦʷet꜊	匣合四先入	匣	合	四	先	入	強合法	
3475	抉	於決	hgL	qwet	ʔwet	ʡwet	ʔuet	ʔʷet꜊	影合四先入	影	合	四	先	入	強合法	
3476	姪	徒結	GgD	det	det	det	det	det꜊	定開四先入	定	開	四	先	入	強合法	
3477	鐵	他結	FgD	thet	tʰet	tʰet	tʰet	tʰet꜊	透開四先入	透	開	四	先	入	強合法	
3478	纈	胡結	jgD	ghet	ʁet	ʁet	ɣet	ɦet꜊	匣開四先入	匣	開	四	先	入	強合法	
3479	涅	奴結	HgD	net	net	net	net	net꜊	泥開四先入	泥	開	四	先	入	強合法	
3480	截	昨結	PgD	dzet	dzet	dzet	dzet	dzet꜊	從開四先入	從	開	四	先	入	強合法	
3481	齧	五結	ggD	nget	ɴet	ɴet	ŋet	ŋet꜊	疑開四先入	疑	開	四	先	入	強合法	
3482	蔑	莫結	DgD	met	met	ᵯet	met	met꜊	明四先入	明		四	先	入	強合法	
3483	㢼	方結	AgD	pet	pet	ᵱet	pet	pet꜊	幫四先入	幫		四	先	入	強合法	
3484	噎	烏結	hgD	qet	ʔet	ʡet	ʔet	ʔet꜊	影開四先入	影	開	四	先	入	強合法	
3485	猰	苦結	egD	khet	qʰet	qʰet	kʰet	kʰet꜊	溪開四先入	溪	開	四	先	入	強合法	
3486	㚛	虎結	igD	het	χet	χet	xet	het꜊	曉開四先入	曉	開	四	先	入	強合法	
3487	撆	普蔑	BgD	phet	pʰet	ᵱʰet	pʰet	pʰet꜊	滂四先入	滂		四	先	入	強合法	
3488	蹩	蒲結	CgD	bet	bet	ᵬet	bet	bet꜊	並四先入	並		四	先	入	強合法	
3489	窒	丁結	EgD	tet	tet	tet	tet	tet꜊	端開四先入	端	開	四	先	入	強合法	
3490	𥸸	練結	IgD	let	ɫet	ɫet	let	let꜊	來開四先入	來	開	四	先	入	強合法	
3491	薛	私列	QfD	siet	sjet	sjet	siet	siᴇt꜊	心開三仙入	心	開	三	仙	入	強合法	
3492	列	良辥	IfD	liet	let	let	liet	liᴇt꜊	來開三仙入	來	開	三	仙	入	強合法	
3493	哲	陟列	JfD	triet	ʈet	ʈet	ʈiet	ʈiᴇt꜊	知開三仙入	知	開	三	仙	入	強合法	
3494	傑	渠列	ffH	gyet	ɡɹet	ɡɹet	ɡɨet	ɡɣiᴇt꜊	羣開三B仙入	羣	開	三B	仙	入	強合法	
3495	熱	如列	cfD	njiet	ɲet	ɲet	ɲiet	ȵiᴇt꜊	日開三仙入	日	開	三	仙	入	強合法	
3496	晢	旨熱	XfD	tjiet	tɕet	tɕet	tɕiet	tɕiᴇt꜊	章開三仙入	章	開	三	仙	入	強合法	
3497	舌	食列	bfD	zjiet	ʑet	ʑet	ʑiet	ʑiᴇt꜊	船開三仙入	船	開	三	仙	入	強合法	
3498	折	常列	ZfD	djiet	dʑet	dʑet	dʑiet	dʑiᴇt꜊	常開三仙入	常	開	三	仙	入	強合法	
3499	孼	魚列	gfH	ngyet	ŋɹet	ŋɹet	ŋɨet	ŋɣiᴇt꜊	疑開三B仙入	疑	開	三B	仙	入	強合法	
3500	滅	亡列	DfD	miet	mjet	mjet	miet	miᴇt꜊	明三A仙入	明		三A	仙	入	強合法	
3501	朅	丘竭	efH	khyet	kʰɹet	kʰɹet	kʰɨet	kʰɣiᴇt꜊	溪開三B仙入	溪	開	三B	仙	入	強合法	
3502	鷩	并列	AfD	piet	pjet	pjet	piet	piᴇt꜊	幫三A仙入	幫		三A	仙	入	強合法	
3503	絕	情雪	PfL	dzwiet	dzjwet	dzjwet	dzyet	dzʷiᴇt꜊	從合三仙入	從	合	三	仙	入	強合法	
3504	蕝	子悅	NfL	tswiet	tsjwet	tsjwet	tsyet	tsʷiᴇt꜊	精合三仙入	精	合	三	仙	入	強合法	
3505	雪	相絕	QfL	swiet	sjwet	sjwet	syet	sʷiᴇt꜊	心合三仙入	心	合	三	仙	入	強合法	
3506	𤿫	丑悅	KfL	trhwiet	ʈʰwet	ʈʰwet	ʈʰyet	ʈʰʷiᴇt꜊	徹合三仙入	徹	合	三	仙	入	強合法	
3507	悅	弋雪	lfL	jwiet	jwet	jwet	jyet	jʷiᴇt꜊	以合三仙入	以	合	三	仙	入	強合法	
3508	缺	傾雪	efL	khwiet	kʰjwet	kʰjwet	kʰyet	kʰʷiᴇt꜊	溪合三A仙入	溪	合	三A	仙	入	強合法	
3509	噦	乙劣	hfP	quet	ʔɹwet	ʔɹwet	ʔʉet	ʔʷɣiᴇt꜊	影合三B仙入	影	合	三B	仙	入	強合法	
3510	爇	如劣	cfL	njwiet	ɲwet	ɲwet	ɲyet	ȵʷiᴇt꜊	日合三仙入	日	合	三	仙	入	強合法	
3511	說	失爇	afL	sjwiet	ɕwet	ɕwet	ɕyet	ɕʷiᴇt꜊	書合三仙入	書	合	三	仙	入	強合法	
3512	拙	職悅	XfL	tjwiet	tɕwet	tɕwet	tɕyet	tɕʷiᴇt꜊	章合三仙入	章	合	三	仙	入	強合法	
3513	歠	昌悅	YfL	tjhwiet	tɕʰwet	tɕʰwet	tɕʰyet	tɕʰʷiᴇt꜊	昌合三仙入	昌	合	三	仙	入	強合法	
3514	輟	陟劣	JfL	trwiet	ʈwet	ʈwet	ʈyet	ʈʷiᴇt꜊	知合三仙入	知	合	三	仙	入	強合法	
3515	劣	力輟	IfL	lwiet	lwet	lwet	lyet	lʷiᴇt꜊	來合三仙入	來	合	三	仙	入	強合法	
3516	瞥	芳滅	BfD	phiet	pʰjet	pʰjet	pʰiet	pʰiᴇt꜊	滂三A仙入	滂		三A	仙	入	強合法	
3517	別	皮列	CfH	byet	bɹet	bɹet	bɨet	bɣiᴇt꜊	並三B仙入	並		三B	仙	入	強合法	
3518	轍	直列	LfD	driet	ɖet	ɖet	ɖiet	ɖiᴇt꜊	澄開三仙入	澄	開	三	仙	入	強合法	
3519	䇷	方別	AfH	pyet	pɹet	pɹet	pɨet	pɣiᴇt꜊	幫三B仙入	幫		三B	仙	入	強合法	
3520	㕞	所劣	VfL	sruet	ʂwet	ʂwet	ʂʉet	ʂʷiᴇt꜊	生合三仙入	生	合	三	仙	入	強合法	
3521a	孑	居列	dfD	kiet	kjet	kjet	kiet	kiᴇt꜊	見開三A仙入	見	開	三A	仙	入	稀有合法	
3521b	揭	居列	dfH	kyet	kɹet	kɹet	kɨet	kɣiᴇt꜊	見開三B仙入	見	開	三B	仙	入	強合法	
3522	設	識列	afD	sjiet	ɕet	ɕet	ɕiet	ɕiᴇt꜊	書開三仙入	書	開	三	仙	入	強合法	
3523	吶	女劣	MfL	nrwiet	ɳwet	ɳwet	ɳyet	ɳʷiᴇt꜊	孃合三仙入	孃	合	三	仙	入	強合法	
3524	𥄎	許劣	ifL	hwiet	xjwet	xjwet	xyet	hʷiᴇt꜊	曉合三A仙入	曉	合	三A	仙	入	強合法	
3525	妜	於悅	hfL	qwiet	ʔjwet	ʔjwet	ʔyet	ʔʷiᴇt꜊	影合三A仙入	影	合	三A	仙	入	強合法	
3526	蹶	紀劣	dfP	kuet	kɹwet	kɹwet	kʉet	kʷɣiᴇt꜊	見合三B仙入	見	合	三B	仙	入	強合法	
3527	茁	側劣	SfL	tsruet	tʂwet	tʂwet	tʂʉet	tʂʷiᴇt꜊	莊合三仙入	莊	合	三	仙	入	強合法	
3528	膬	七絕	OfL	tshwiet	tsʰjwet	tsʰjwet	tsʰyet	tsʰʷiᴇt꜊	清合三仙入	清	合	三	仙	入	強合法	
3529	𧕾	姊列	NfD	tsiet	tsjet	tsjet	tsiet	tsiᴇt꜊	精開三仙入	精	開	三	仙	入	強合法	
3530	榝	山列	VfD	sryet	ʂet	ʂet	ʂɨet	ʂiᴇt꜊	生開三仙入	生	開	三	仙	入	強合法	
3531	焆	於列	hfH	qyet	ʔɹet	ʔɹet	ʔɨet	ʔɣiᴇt꜊	影開三B仙入	影	開	三B	仙	入	強合法	
3532	屮	丑列	KfD	trhiet	ʈʰet	ʈʰet	ʈʰiet	ʈʰiᴇt꜊	徹開三仙入	徹	開	三	仙	入	強合法	
3533	娎	許列	ifH	hyet	xɹet	xɹet	xɨet	hɣiᴇt꜊	曉開三B仙入	曉	開	三B	仙	入	強合法	
3534	啜	殊雪	ZfL	djwiet	dʑwet	dʑwet	dʑyet	dʑʷiᴇt꜊	常合三仙入	常	合	三	仙	入	強合法	
3535	㔍	廁別	TfL	tsrhuet	tʂʰwet	tʂʰwet	tʂʰʉet	tʂʰʷiᴇt꜊	初合三仙入	初	合	三	仙	入	強合法	
3536	㿱	寺絕	RfL	zwiet	zjwet	zjwet	zyet	zʷiᴇt꜊	邪合三仙入	邪	合	三	仙	入	強合法	
3537	掣	昌列	YfD	tjhiet	tɕʰet	tɕʰet	tɕʰiet	tɕʰiᴇt꜊	昌開三仙入	昌	開	三	仙	入	強合法	
3538	抴	羊列	lfD	jiet	jet	jet	jiet	jiᴇt꜊	以開三仙入	以	開	三	仙	入	強合法	
3539	𨵊	士列	UfD	dzryet	dʐet	dʐet	dʐɨet	dʐiᴇt꜊	崇開三仙入	崇	開	三	仙	入	強合法	
3540	藥	以灼	lpD	jyak	jaq	jaq	jɨɑk	jɨak꜊	以開三陽入	以	開	三	陽	入	強合法	
3541	略	離灼	IpD	lyak	laq	laq	lɨɑk	lɨak꜊	來開三陽入	來	開	三	陽	入	強合法	
3542	腳	居勺	dpD	kyak	kɣaq	kaq	kɨɑk	kɨak꜊	見開三陽入	見	開	三	陽	入	強合法	
3543	灼	之若	XpD	tjyak	tɕaq	tɕaq	tɕɨɑk	tɕɨak꜊	章開三陽入	章	開	三	陽	入	強合法	
3544	爍	書藥	apD	sjyak	ɕaq	ɕaq	ɕɨɑk	ɕɨak꜊	書開三陽入	書	開	三	陽	入	強合法	
3545	若	而灼	cpD	njyak	ɲaq	ɲaq	ɲɨɑk	ȵɨak꜊	日開三陽入	日	開	三	陽	入	強合法	
3546	綽	昌約	YpD	tjhyak	tɕʰaq	tɕʰaq	tɕʰɨɑk	tɕʰɨak꜊	昌開三陽入	昌	開	三	陽	入	強合法	
3547	約	於略	hpD	qyak	ʔɣaq	ʔaq	ʔɨɑk	ʔɨak꜊	影開三陽入	影	開	三	陽	入	強合法	
3548	卻	去約	epD	khyak	kʰɣaq	kʰaq	kʰɨɑk	kʰɨak꜊	溪開三陽入	溪	開	三	陽	入	強合法	
3549	虐	魚約	gpD	ngyak	ŋɣaq	ŋaq	ŋɨɑk	ŋɨak꜊	疑開三陽入	疑	開	三	陽	入	強合法	
3550	妁	市若	ZpD	djyak	dʑaq	dʑaq	dʑɨɑk	dʑɨak꜊	常開三陽入	常	開	三	陽	入	強合法	
3551	㲋	丑略	KpD	trhyak	ʈʰaq	ʈʰaq	ʈʰɨɑk	ʈʰɨak꜊	徹開三陽入	徹	開	三	陽	入	強合法	
3552	削	息約	QpD	syak	sjaq	sjaq	sɨɑk	sɨak꜊	心開三陽入	心	開	三	陽	入	強合法	
3553	斮	側略	SpD	tsryak	tʂaq	tʂaq	tʂɨɑk	tʂɨak꜊	莊開三陽入	莊	開	三	陽	入	強合法	
3554	爵	即略	NpD	tsyak	tsjaq	tsjaq	tsɨɑk	tsɨak꜊	精開三陽入	精	開	三	陽	入	強合法	
3555	皭	在爵	PpD	dzyak	dzjaq	dzjaq	dzɨɑk	dzɨak꜊	從開三陽入	從	開	三	陽	入	強合法	
3556	鵲	七雀	OpD	tshyak	tsʰjaq	tsʰjaq	tsʰɨɑk	tsʰɨak꜊	清開三陽入	清	開	三	陽	入	強合法	
3557	噱	其虐	fpD	gyak	ɡɣaq	ɡaq	ɡɨɑk	ɡɨak꜊	羣開三陽入	羣	開	三	陽	入	強合法	
3558	嬳	憂縛	hpL	quak	ʔɣwaq	ʔwaq	ʔʉɑk	ʔʷɨak꜊	影合三陽入	影	合	三	陽	入	強合法	
